sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0004_S040_R000","T0004_S040",4,40,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4117
"T0004_S042_R000","T0004_S042",4,42,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4716
"T0004_S043_R000","T0004_S043",4,43,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4638
"T0004_S044_R000","T0004_S044",4,44,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4841
"T0004_S045_R000","T0004_S045",4,45,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4967
"T0005_S000_R000","T0005_S000",5,0,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4852
"T0005_S001_R000","T0005_S001",5,1,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4852
"T0005_S002_R000","T0005_S002",5,2,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4778
"T0005_S003_R000","T0005_S003",5,3,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4818
"T0005_S004_R000","T0005_S004",5,4,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4754
"T0005_S005_R000","T0005_S005",5,5,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4782
"T0005_S006_R000","T0005_S006",5,6,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",5176
