sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0002_S009_R002","T0002_S009",2,9,2,-3318229283969538899,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2694
"T0002_S010_R000","T0002_S010",2,10,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",2668
"T0002_S010_R001","T0002_S010",2,10,1,-6426792539126093878,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2924
"T0002_S010_R002","T0002_S010",2,10,2,-3318229283969538899,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2746
"T0002_S011_R000","T0002_S011",2,11,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3329
"T0002_S011_R001","T0002_S011",2,11,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",3090
"T0002_S012_R000","T0002_S012",2,12,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3106
"T0002_S012_R001","T0002_S012",2,12,1,-6426792539126093878,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2905
"T0002_S013_R000","T0002_S013",2,13,0,-8992551566662092893,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3135
"T0002_S015_R000","T0002_S015",2,15,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2656
"T0002_S015_R001","T0002_S015",2,15,1,-6426792539126093878,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3293
"T0002_S015_R002","T0002_S015",2,15,2,-3318229283969538899,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3124
"T0002_S020_R001","T0002_S020",2,20,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12049
"T0002_S020_R002","T0002_S020",2,20,2,-3318229283969538899,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",11886
"T0002_S022_R000","T0002_S022",2,22,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",11888
"T0002_S022_R002","T0002_S022",2,22,2,-3318229283969538899,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",11852
"T0002_S023_R000","T0002_S023",2,23,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",11968
"T0002_S023_R001","T0002_S023",2,23,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",11868
"T0002_S025_R000","T0002_S025",2,25,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12478
"T0002_S025_R001","T0002_S025",2,25,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12651
"T0002_S025_R002","T0002_S025",2,25,2,-3318229283969538899,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12496
"T0002_S026_R000","T0002_S026",2,26,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12457
"T0002_S026_R001","T0002_S026",2,26,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12479
"T0002_S026_R002","T0002_S026",2,26,2,-3318229283969538899,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",12349
"T0002_S029_R000","T0002_S029",2,29,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4501
"T0002_S032_R001","T0002_S032",2,32,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4439
"T0002_S032_R002","T0002_S032",2,32,2,-3318229283969538899,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4408
"T0002_S033_R000","T0002_S033",2,33,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4465
