output,output_family,parameter,screened,current_status,classification,classification_reason,mu_star,sigma,n_valid,n_lost,mean_snr,mu_star_q25,mu_star_median,mu_star_q75,sigma_q25,sigma_median,sigma_q75
"abc_target_01_jnkp_s480_stat","jnk","migrProbP",true,"fixed","C","intermediate mu-star with above-median variability",0.0724856835901,0.111245406505,20,0,0.992730369426,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","migrProbN",true,"fixed","C","intermediate mu-star with above-median variability",0.0626270846698,0.108102816170,19,1,0.530767181871,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","divProbFN",true,"fixed","D","mu-star and sigma at/below output medians",0.0657247274936,0.0959324077148,20,0,0.766311171670,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbFN",true,"fixed","B","mu-star at/above output Q75 and sigma at/above median",0.130868695300,0.218400553671,20,0,1.00400068051,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbFP",true,"fixed","D","mu-star and sigma at/below output medians",0.0611872810818,0.0916612732115,19,1,0.420299602776,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","divProbMN",true,"fixed","C","sigma at/above output Q75 while mu-star below Q75",0.0728030459911,0.152210338204,20,0,0.657814741829,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbMN",true,"fixed","D","mu-star and sigma at/below output medians",0.0519967382149,0.0629365874673,19,1,0.570486153640,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","divProbMP",true,"fixed","C","intermediate mu-star with above-median variability",0.0900533855947,0.134451947548,19,1,0.677397367796,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbMP",true,"fixed","D","mu-star and sigma at/below output medians",0.0515102254779,0.0853508545131,19,1,0.521060518425,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","migrProbM",true,"fixed","B","mu-star at/above output Q75 and sigma at/above median",0.0991238955086,0.175218654411,19,1,0.546394702326,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbEN",true,"fixed","C","intermediate mu-star with above-median variability",0.0808506935822,0.130305885035,20,0,0.432237340805,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
