sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0002_S001_R000","T0002_S001",2,1,0,6576067558063051862,"INVALID","FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",1098
"T0002_S001_R001","T0002_S001",2,1,1,-2842769630588203321,"EXTINCT","TUMOR_EXTINCT;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",1084
"T0002_S001_R002","T0002_S001",2,1,2,9154111717470061382,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1317
"T0002_S001_R003","T0002_S001",2,1,3,4449915134268670095,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1354
"T0002_S001_R004","T0002_S001",2,1,4,2415640930690058147,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1295
"T0002_S002_R000","T0002_S002",2,2,0,6576067558063051862,"INVALID","FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",1114
"T0002_S002_R001","T0002_S002",2,2,1,-2842769630588203321,"EXTINCT","TUMOR_EXTINCT;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",984
"T0002_S002_R002","T0002_S002",2,2,2,9154111717470061382,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1128
"T0002_S002_R003","T0002_S002",2,2,3,4449915134268670095,"EXTINCT","TUMOR_EXTINCT;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",875
"T0002_S002_R004","T0002_S002",2,2,4,2415640930690058147,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1259
